designStorm,loadingRatio,depth,probabilityOfFailure,reliability,soilType,reduction,duration,surface
3.5,0.33,18,0,1,3,80,24,0
3.6,0.33,18,0,1,3,80,24,0
3.7,0.33,18,0,1,3,80,24,0
3.8,0.33,18,0,1,3,80,24,0
3.9,0.33,18,0,1,3,80,24,0
4,0.33,18,0,1,3,80,24,0
4.1,0.33,18,0,1,3,80,24,0
4.2,0.33,18,0,1,3,80,24,0
4.3,0.33,18,0,1,3,80,24,0
4.4,0.33,18,0,1,3,80,24,0
4.5,0.33,18,0,1,3,80,24,0
4.6,0.33,18,0,1,3,80,24,0
4.7,0.33,18,0,1,3,80,24,0
4.8,0.33,18,0,1,3,80,24,0
4.9,0.33,18,0,1,3,80,24,0
5,0.33,18,0,1,3,80,24,0
0.1,0.33,24,0,1,3,80,24,0
0.2,0.33,24,0,1,3,80,24,0
0.3,0.33,24,0,1,3,80,24,0
0.4,0.33,24,0,1,3,80,24,0
0.5,0.33,24,0,1,3,80,24,0
0.6,0.33,24,0,1,3,80,24,0
0.7,0.33,24,0,1,3,80,24,0
0.8,0.33,24,0,1,3,80,24,0
0.9,0.33,24,0,1,3,80,24,0
1,0.33,24,0,1,3,80,24,0
1.1,0.33,24,0,1,3,80,24,0
1.2,0.33,24,0,1,3,80,24,0
1.3,0.33,24,0,1,3,80,24,0
1.4,0.33,24,0,1,3,80,24,0
1.5,0.33,24,0,1,3,80,24,0
1.6,0.33,24,0,1,3,80,24,0
1.7,0.33,24,0,1,3,80,24,0
1.8,0.33,24,0,1,3,80,24,0
1.9,0.33,24,0,1,3,80,24,0
2,0.33,24,0,1,3,80,24,0
2.1,0.33,24,0,1,3,80,24,0
2.2,0.33,24,0,1,3,80,24,0
2.3,0.33,24,0,1,3,80,24,0
2.4,0.33,24,0,1,3,80,24,0
2.5,0.33,24,0,1,3,80,24,0
2.6,0.33,24,0,1,3,80,24,0
2.7,0.33,24,0,1,3,80,24,0
2.8,0.33,24,0,1,3,80,24,0
2.9,0.33,24,0,1,3,80,24,0
3,0.33,24,0,1,3,80,24,0
3.1,0.33,24,0,1,3,80,24,0
3.2,0.33,24,0,1,3,80,24,0
3.3,0.33,24,0,1,3,80,24,0
3.4,0.33,24,0,1,3,80,24,0
3.5,0.33,24,0,1,3,80,24,0
3.6,0.33,24,0,1,3,80,24,0
3.7,0.33,24,0,1,3,80,24,0
3.8,0.33,24,0,1,3,80,24,0
3.9,0.33,24,0,1,3,80,24,0
4,0.33,24,0,1,3,80,24,0
4.1,0.33,24,0,1,3,80,24,0
4.2,0.33,24,0,1,3,80,24,0
4.3,0.33,24,0,1,3,80,24,0
4.4,0.33,24,0,1,3,80,24,0
4.5,0.33,24,0,1,3,80,24,0
4.6,0.33,24,0,1,3,80,24,0
4.7,0.33,24,0,1,3,80,24,0
4.8,0.33,24,0,1,3,80,24,0
4.9,0.33,24,0,1,3,80,24,0
5,0.33,24,0,1,3,80,24,0
0.1,0.33,30,0,1,3,80,24,0
0.2,0.33,30,0,1,3,80,24,0
0.3,0.33,30,0,1,3,80,24,0
0.4,0.33,30,0,1,3,80,24,0
0.5,0.33,30,0,1,3,80,24,0
0.6,0.33,30,0,1,3,80,24,0
0.7,0.33,30,0,1,3,80,24,0
0.8,0.33,30,0,1,3,80,24,0
0.9,0.33,30,0,1,3,80,24,0
1,0.33,30,0,1,3,80,24,0
1.1,0.33,30,0,1,3,80,24,0
1.2,0.33,30,0,1,3,80,24,0
1.3,0.33,30,0,1,3,80,24,0
1.4,0.33,30,0,1,3,80,24,0
1.5,0.33,30,0,1,3,80,24,0
1.6,0.33,30,0,1,3,80,24,0
1.7,0.33,30,0,1,3,80,24,0
1.8,0.33,30,0,1,3,80,24,0
1.9,0.33,30,0,1,3,80,24,0
2,0.33,30,0,1,3,80,24,0
2.1,0.33,30,0,1,3,80,24,0
2.2,0.33,30,0,1,3,80,24,0
2.3,0.33,30,0,1,3,80,24,0
2.4,0.33,30,0,1,3,80,24,0
2.5,0.33,30,0,1,3,80,24,0
2.6,0.33,30,0,1,3,80,24,0
2.7,0.33,30,0,1,3,80,24,0
2.8,0.33,30,0,1,3,80,24,0
2.9,0.33,30,0,1,3,80,24,0
3,0.33,30,0,1,3,80,24,0
3.1,0.33,30,0,1,3,80,24,0
3.2,0.33,30,0,1,3,80,24,0
3.3,0.33,30,0,1,3,80,24,0
3.4,0.33,30,0,1,3,80,24,0
3.5,0.33,30,0,1,3,80,24,0
3.6,0.33,30,0,1,3,80,24,0
3.7,0.33,30,0,1,3,80,24,0
3.8,0.33,30,0,1,3,80,24,0
3.9,0.33,30,0,1,3,80,24,0
4,0.33,30,0,1,3,80,24,0
4.1,0.33,30,0,1,3,80,24,0
4.2,0.33,30,0,1,3,80,24,0
4.3,0.33,30,0,1,3,80,24,0
4.4,0.33,30,0,1,3,80,24,0
4.5,0.33,30,0,1,3,80,24,0
4.6,0.33,30,0,1,3,80,24,0
4.7,0.33,30,0,1,3,80,24,0
4.8,0.33,30,0,1,3,80,24,0
4.9,0.33,30,0,1,3,80,24,0
5,0.33,30,0,1,3,80,24,0
0.1,0.5,12,0,1,3,80,24,0
0.2,0.5,12,0,1,3,80,24,0
0.3,0.5,12,0,1,3,80,24,0
0.4,0.5,12,0,1,3,80,24,0
0.5,0.5,12,0,1,3,80,24,0
0.6,0.5,12,0,1,3,80,24,0
0.7,0.5,12,0,1,3,80,24,0
0.8,0.5,12,0,1,3,80,24,0
0.9,0.5,12,0,1,3,80,24,0
1,0.5,12,0,1,3,80,24,0
1.1,0.5,12,0,1,3,80,24,0
1.2,0.5,12,0,1,3,80,24,0
1.3,0.5,12,0,1,3,80,24,0
1.4,0.5,12,0,1,3,80,24,0
1.5,0.5,12,0,1,3,80,24,0
1.6,0.5,12,0,1,3,80,24,0
1.7,0.5,12,0,1,3,80,24,0
1.8,0.5,12,0,1,3,80,24,0
1.9,0.5,12,0,1,3,80,24,0
2,0.5,12,0,1,3,80,24,0
2.1,0.5,12,0,1,3,80,24,0
2.2,0.5,12,0,1,3,80,24,0
2.3,0.5,12,0,1,3,80,24,0
2.4,0.5,12,0,1,3,80,24,0
2.5,0.5,12,0,1,3,80,24,0
2.6,0.5,12,0,1,3,80,24,0
2.7,0.5,12,0,1,3,80,24,0
2.8,0.5,12,0,1,3,80,24,0
2.9,0.5,12,0,1,3,80,24,0
3,0.5,12,0,1,3,80,24,0
3.1,0.5,12,0,1,3,80,24,0
3.2,0.5,12,0,1,3,80,24,0
3.3,0.5,12,0,1,3,80,24,0
3.4,0.5,12,0,1,3,80,24,0
3.5,0.5,12,0,1,3,80,24,0
3.6,0.5,12,0,1,3,80,24,0
3.7,0.5,12,0,1,3,80,24,0
3.8,0.5,12,0,1,3,80,24,0
3.9,0.5,12,0,1,3,80,24,0
4,0.5,12,0,1,3,80,24,0
4.1,0.5,12,0,1,3,80,24,0
4.2,0.5,12,0,1,3,80,24,0
4.3,0.5,12,0,1,3,80,24,0
4.4,0.5,12,0,1,3,80,24,0
4.5,0.5,12,0,1,3,80,24,0
4.6,0.5,12,0,1,3,80,24,0
4.7,0.5,12,0,1,3,80,24,0
4.8,0.5,12,0,1,3,80,24,0
4.9,0.5,12,0,1,3,80,24,0
5,0.5,12,0,1,3,80,24,0
0.1,0.5,18,0,1,3,80,24,0
0.2,0.5,18,0,1,3,80,24,0
0.3,0.5,18,0,1,3,80,24,0
0.4,0.5,18,0,1,3,80,24,0
0.5,0.5,18,0,1,3,80,24,0
0.6,0.5,18,0,1,3,80,24,0
0.7,0.5,18,0,1,3,80,24,0
0.8,0.5,18,0,1,3,80,24,0
0.9,0.5,18,0,1,3,80,24,0
1,0.5,18,0,1,3,80,24,0
1.1,0.5,18,0,1,3,80,24,0
1.2,0.5,18,0,1,3,80,24,0
1.3,0.5,18,0,1,3,80,24,0
1.4,0.5,18,0,1,3,80,24,0
1.5,0.5,18,0,1,3,80,24,0
1.6,0.5,18,0,1,3,80,24,0
1.7,0.5,18,0,1,3,80,24,0
1.8,0.5,18,0,1,3,80,24,0
1.9,0.5,18,0,1,3,80,24,0
2,0.5,18,0,1,3,80,24,0
2.1,0.5,18,0,1,3,80,24,0
2.2,0.5,18,0,1,3,80,24,0
2.3,0.5,18,0,1,3,80,24,0
2.4,0.5,18,0,1,3,80,24,0
2.5,0.5,18,0,1,3,80,24,0
2.6,0.5,18,0,1,3,80,24,0
2.7,0.5,18,0,1,3,80,24,0
2.8,0.5,18,0,1,3,80,24,0
2.9,0.5,18,0,1,3,80,24,0
3,0.5,18,0,1,3,80,24,0
3.1,0.5,18,0,1,3,80,24,0
3.2,0.5,18,0,1,3,80,24,0
3.3,0.5,18,0,1,3,80,24,0
3.4,0.5,18,0,1,3,80,24,0
3.5,0.5,18,0,1,3,80,24,0
3.6,0.5,18,0,1,3,80,24,0
3.7,0.5,18,0,1,3,80,24,0
3.8,0.5,18,0,1,3,80,24,0
3.9,0.5,18,0,1,3,80,24,0
4,0.5,18,0,1,3,80,24,0
4.1,0.5,18,0,1,3,80,24,0
4.2,0.5,18,0,1,3,80,24,0
4.3,0.5,18,0,1,3,80,24,0
4.4,0.5,18,0,1,3,80,24,0
4.5,0.5,18,0,1,3,80,24,0
4.6,0.5,18,0,1,3,80,24,0
4.7,0.5,18,0,1,3,80,24,0
4.8,0.5,18,0,1,3,80,24,0
4.9,0.5,18,0,1,3,80,24,0
5,0.5,18,0,1,3,80,24,0
0.1,0.5,24,0,1,3,80,24,0
0.2,0.5,24,0,1,3,80,24,0
0.3,0.5,24,0,1,3,80,24,0
0.4,0.5,24,0,1,3,80,24,0
0.5,0.5,24,0,1,3,80,24,0
0.6,0.5,24,0,1,3,80,24,0
0.7,0.5,24,0,1,3,80,24,0
0.8,0.5,24,0,1,3,80,24,0
0.9,0.5,24,0,1,3,80,24,0
1,0.5,24,0,1,3,80,24,0
1.1,0.5,24,0,1,3,80,24,0
1.2,0.5,24,0,1,3,80,24,0
1.3,0.5,24,0,1,3,80,24,0
1.4,0.5,24,0,1,3,80,24,0
1.5,0.5,24,0,1,3,80,24,0
1.6,0.5,24,0,1,3,80,24,0
1.7,0.5,24,0,1,3,80,24,0
1.8,0.5,24,0,1,3,80,24,0
1.9,0.5,24,0,1,3,80,24,0
2,0.5,24,0,1,3,80,24,0
2.1,0.5,24,0,1,3,80,24,0
2.2,0.5,24,0,1,3,80,24,0
2.3,0.5,24,0,1,3,80,24,0
2.4,0.5,24,0,1,3,80,24,0
2.5,0.5,24,0,1,3,80,24,0
2.6,0.5,24,0,1,3,80,24,0
2.7,0.5,24,0,1,3,80,24,0
2.8,0.5,24,0,1,3,80,24,0
2.9,0.5,24,0,1,3,80,24,0
3,0.5,24,0,1,3,80,24,0
3.1,0.5,24,0,1,3,80,24,0
3.2,0.5,24,0,1,3,80,24,0
3.3,0.5,24,0,1,3,80,24,0
3.4,0.5,24,0,1,3,80,24,0
3.5,0.5,24,0,1,3,80,24,0
3.6,0.5,24,0,1,3,80,24,0
3.7,0.5,24,0,1,3,80,24,0
3.8,0.5,24,0,1,3,80,24,0
3.9,0.5,24,0,1,3,80,24,0
4,0.5,24,0,1,3,80,24,0
4.1,0.5,24,0,1,3,80,24,0
4.2,0.5,24,0,1,3,80,24,0
4.3,0.5,24,0,1,3,80,24,0
4.4,0.5,24,0,1,3,80,24,0
4.5,0.5,24,0,1,3,80,24,0
4.6,0.5,24,0,1,3,80,24,0
4.7,0.5,24,0,1,3,80,24,0
4.8,0.5,24,0,1,3,80,24,0
4.9,0.5,24,0,1,3,80,24,0
5,0.5,24,0,1,3,80,24,0
0.1,0.5,30,0,1,3,80,24,0
0.2,0.5,30,0,1,3,80,24,0
0.3,0.5,30,0,1,3,80,24,0
0.4,0.5,30,0,1,3,80,24,0
0.5,0.5,30,0,1,3,80,24,0
0.6,0.5,30,0,1,3,80,24,0
0.7,0.5,30,0,1,3,80,24,0
0.8,0.5,30,0,1,3,80,24,0
0.9,0.5,30,0,1,3,80,24,0
1,0.5,30,0,1,3,80,24,0
1.1,0.5,30,0,1,3,80,24,0
1.2,0.5,30,0,1,3,80,24,0
1.3,0.5,30,0,1,3,80,24,0
1.4,0.5,30,0,1,3,80,24,0
1.5,0.5,30,0,1,3,80,24,0
1.6,0.5,30,0,1,3,80,24,0
1.7,0.5,30,0,1,3,80,24,0
1.8,0.5,30,0,1,3,80,24,0
1.9,0.5,30,0,1,3,80,24,0
2,0.5,30,0,1,3,80,24,0
2.1,0.5,30,0,1,3,80,24,0
2.2,0.5,30,0,1,3,80,24,0
2.3,0.5,30,0,1,3,80,24,0
2.4,0.5,30,0,1,3,80,24,0
2.5,0.5,30,0,1,3,80,24,0
2.6,0.5,30,0,1,3,80,24,0
2.7,0.5,30,0,1,3,80,24,0
2.8,0.5,30,0,1,3,80,24,0
2.9,0.5,30,0,1,3,80,24,0
3,0.5,30,0,1,3,80,24,0
3.1,0.5,30,0,1,3,80,24,0
3.2,0.5,30,0,1,3,80,24,0
3.3,0.5,30,0,1,3,80,24,0
3.4,0.5,30,0,1,3,80,24,0
3.5,0.5,30,0,1,3,80,24,0
3.6,0.5,30,0,1,3,80,24,0
3.7,0.5,30,0,1,3,80,24,0
3.8,0.5,30,0,1,3,80,24,0
3.9,0.5,30,0,1,3,80,24,0
4,0.5,30,0,1,3,80,24,0
4.1,0.5,30,0,1,3,80,24,0
4.2,0.5,30,0,1,3,80,24,0
4.3,0.5,30,0,1,3,80,24,0
4.4,0.5,30,0,1,3,80,24,0
4.5,0.5,30,0,1,3,80,24,0
4.6,0.5,30,0,1,3,80,24,0
4.7,0.5,30,0,1,3,80,24,0
4.8,0.5,30,0,1,3,80,24,0
4.9,0.5,30,0,1,3,80,24,0
5,0.5,30,0,1,3,80,24,0
0.1,0.2,12,0,1,2,80,24,0
0.2,0.2,12,0,1,2,80,24,0
0.3,0.2,12,0,1,2,80,24,0
0.4,0.2,12,0,1,2,80,24,0
0.5,0.2,12,0,1,2,80,24,0
0.6,0.2,12,0,1,2,80,24,0
0.7,0.2,12,0,1,2,80,24,0
0.8,0.2,12,0,1,2,80,24,0
0.9,0.2,12,0,1,2,80,24,0
1,0.2,12,0,1,2,80,24,0
1.1,0.2,12,0,1,2,80,24,0
1.2,0.2,12,0,1,2,80,24,0
1.3,0.2,12,0,1,2,80,24,0
1.4,0.2,12,0,1,2,80,24,0
1.5,0.2,12,0,1,2,80,24,0
1.6,0.2,12,0,1,2,80,24,0
1.7,0.2,12,0,1,2,80,24,0
1.8,0.2,12,0,1,2,80,24,0
1.9,0.2,12,0,1,2,80,24,0
2,0.2,12,0,1,2,80,24,0
2.1,0.2,12,0,1,2,80,24,0
2.2,0.2,12,0,1,2,80,24,0
2.3,0.2,12,0,1,2,80,24,0
2.4,0.2,12,0,1,2,80,24,0
2.5,0.2,12,0,1,2,80,24,0
2.6,0.2,12,0,1,2,80,24,0
2.7,0.2,12,0,1,2,80,24,0
2.8,0.2,12,0,1,2,80,24,0
2.9,0.2,12,0,1,2,80,24,0
3,0.2,12,0,1,2,80,24,0
3.1,0.2,12,0,1,2,80,24,0
3.2,0.2,12,0,1,2,80,24,0
3.3,0.2,12,0.0001,0.9999,2,80,24,0
3.4,0.2,12,0.0001,0.9999,2,80,24,0
3.5,0.2,12,0.0002,0.9998,2,80,24,0
3.6,0.2,12,0.0009,0.9991,2,80,24,0
3.7,0.2,12,0.0016,0.9984,2,80,24,0
3.8,0.2,12,0.003,0.997,2,80,24,0
3.9,0.2,12,0.0053,0.9947,2,80,24,0
4,0.2,12,0.0093,0.9907,2,80,24,0
4.1,0.2,12,0.0131,0.9869,2,80,24,0
4.2,0.2,12,0.0198,0.9802,2,80,24,0
4.3,0.2,12,0.0153,0.9847,2,80,24,0
4.4,0.2,12,0.02,0.98,2,80,24,0
4.5,0.2,12,0.0235,0.9765,2,80,24,0
4.6,0.2,12,0.0244,0.9756,2,80,24,0
4.7,0.2,12,0.025,0.975,2,80,24,0
4.8,0.2,12,0.0276,0.9724,2,80,24,0
4.9,0.2,12,0.0276,0.9724,2,80,24,0
5,0.2,12,0.0276,0.9724,2,80,24,0
0.1,0.2,18,0,1,2,80,24,0
0.2,0.2,18,0,1,2,80,24,0
0.3,0.2,18,0,1,2,80,24,0
0.4,0.2,18,0,1,2,80,24,0
0.5,0.2,18,0,1,2,80,24,0
0.6,0.2,18,0,1,2,80,24,0
0.7,0.2,18,0,1,2,80,24,0
0.8,0.2,18,0,1,2,80,24,0
0.9,0.2,18,0,1,2,80,24,0
1,0.2,18,0,1,2,80,24,0
1.1,0.2,18,0,1,2,80,24,0
1.2,0.2,18,0,1,2,80,24,0
1.3,0.2,18,0,1,2,80,24,0
1.4,0.2,18,0,1,2,80,24,0
1.5,0.2,18,0,1,2,80,24,0
1.6,0.2,18,0,1,2,80,24,0
1.7,0.2,18,0,1,2,80,24,0
1.8,0.2,18,0,1,2,80,24,0
1.9,0.2,18,0,1,2,80,24,0
2,0.2,18,0,1,2,80,24,0
2.1,0.2,18,0,1,2,80,24,0
2.2,0.2,18,0,1,2,80,24,0
2.3,0.2,18,0,1,2,80,24,0
2.4,0.2,18,0,1,2,80,24,0
2.5,0.2,18,0,1,2,80,24,0
2.6,0.2,18,0,1,2,80,24,0
2.7,0.2,18,0,1,2,80,24,0
2.8,0.2,18,0,1,2,80,24,0
2.9,0.2,18,0,1,2,80,24,0
3,0.2,18,0,1,2,80,24,0
3.1,0.2,18,0,1,2,80,24,0
3.2,0.2,18,0,1,2,80,24,0
3.3,0.2,18,0,1,2,80,24,0
3.4,0.2,18,0,1,2,80,24,0
3.5,0.2,18,0,1,2,80,24,0
3.6,0.2,18,0,1,2,80,24,0
3.7,0.2,18,0,1,2,80,24,0
3.8,0.2,18,0,1,2,80,24,0
3.9,0.2,18,0,1,2,80,24,0
4,0.2,18,0,1,2,80,24,0
4.1,0.2,18,0,1,2,80,24,0
4.2,0.2,18,0,1,2,80,24,0
4.3,0.2,18,0,1,2,80,24,0
4.4,0.2,18,0,1,2,80,24,0
4.5,0.2,18,0,1,2,80,24,0
4.6,0.2,18,0,1,2,80,24,0
4.7,0.2,18,0,1,2,80,24,0
4.8,0.2,18,0,1,2,80,24,0
4.9,0.2,18,0,1,2,80,24,0
5,0.2,18,0,1,2,80,24,0
0.1,0.2,24,0,1,2,80,24,0
0.2,0.2,24,0,1,2,80,24,0
0.3,0.2,24,0,1,2,80,24,0
0.4,0.2,24,0,1,2,80,24,0
0.5,0.2,24,0,1,2,80,24,0
0.6,0.2,24,0,1,2,80,24,0
0.7,0.2,24,0,1,2,80,24,0
0.8,0.2,24,0,1,2,80,24,0
0.9,0.2,24,0,1,2,80,24,0
1,0.2,24,0,1,2,80,24,0
1.1,0.2,24,0,1,2,80,24,0
1.2,0.2,24,0,1,2,80,24,0
1.3,0.2,24,0,1,2,80,24,0
1.4,0.2,24,0,1,2,80,24,0
1.5,0.2,24,0,1,2,80,24,0
1.6,0.2,24,0,1,2,80,24,0
1.7,0.2,24,0,1,2,80,24,0
1.8,0.2,24,0,1,2,80,24,0
1.9,0.2,24,0,1,2,80,24,0
2,0.2,24,0,1,2,80,24,0
2.1,0.2,24,0,1,2,80,24,0
2.2,0.2,24,0,1,2,80,24,0
2.3,0.2,24,0,1,2,80,24,0
2.4,0.2,24,0,1,2,80,24,0
2.5,0.2,24,0,1,2,80,24,0
2.6,0.2,24,0,1,2,80,24,0
2.7,0.2,24,0,1,2,80,24,0
2.8,0.2,24,0,1,2,80,24,0
2.9,0.2,24,0,1,2,80,24,0
3,0.2,24,0,1,2,80,24,0
3.1,0.2,24,0,1,2,80,24,0
3.2,0.2,24,0,1,2,80,24,0
3.3,0.2,24,0,1,2,80,24,0
3.4,0.2,24,0,1,2,80,24,0
3.5,0.2,24,0,1,2,80,24,0
3.6,0.2,24,0,1,2,80,24,0
3.7,0.2,24,0,1,2,80,24,0
3.8,0.2,24,0,1,2,80,24,0
3.9,0.2,24,0,1,2,80,24,0
4,0.2,24,0,1,2,80,24,0
4.1,0.2,24,0,1,2,80,24,0
4.2,0.2,24,0,1,2,80,24,0
4.3,0.2,24,0,1,2,80,24,0
4.4,0.2,24,0,1,2,80,24,0
4.5,0.2,24,0,1,2,80,24,0
4.6,0.2,24,0,1,2,80,24,0
4.7,0.2,24,0,1,2,80,24,0
4.8,0.2,24,0,1,2,80,24,0
4.9,0.2,24,0,1,2,80,24,0
5,0.2,24,0,1,2,80,24,0
0.1,0.2,30,0,1,2,80,24,0
0.2,0.2,30,0,1,2,80,24,0
0.3,0.2,30,0,1,2,80,24,0
0.4,0.2,30,0,1,2,80,24,0
0.5,0.2,30,0,1,2,80,24,0
0.6,0.2,30,0,1,2,80,24,0
0.7,0.2,30,0,1,2,80,24,0
0.8,0.2,30,0,1,2,80,24,0
0.9,0.2,30,0,1,2,80,24,0
1,0.2,30,0,1,2,80,24,0
1.1,0.2,30,0,1,2,80,24,0
1.2,0.2,30,0,1,2,80,24,0
1.3,0.2,30,0,1,2,80,24,0
1.4,0.2,30,0,1,2,80,24,0
1.5,0.2,30,0,1,2,80,24,0
1.6,0.2,30,0,1,2,80,24,0
1.7,0.2,30,0,1,2,80,24,0
1.8,0.2,30,0,1,2,80,24,0
1.9,0.2,30,0,1,2,80,24,0
2,0.2,30,0,1,2,80,24,0
2.1,0.2,30,0,1,2,80,24,0
2.2,0.2,30,0,1,2,80,24,0
2.3,0.2,30,0,1,2,80,24,0
2.4,0.2,30,0,1,2,80,24,0
2.5,0.2,30,0,1,2,80,24,0
2.6,0.2,30,0,1,2,80,24,0
2.7,0.2,30,0,1,2,80,24,0
2.8,0.2,30,0,1,2,80,24,0
2.9,0.2,30,0,1,2,80,24,0
3,0.2,30,0,1,2,80,24,0
3.1,0.2,30,0,1,2,80,24,0
3.2,0.2,30,0,1,2,80,24,0
3.3,0.2,30,0,1,2,80,24,0
3.4,0.2,30,0,1,2,80,24,0
3.5,0.2,30,0,1,2,80,24,0
3.6,0.2,30,0,1,2,80,24,0
3.7,0.2,30,0,1,2,80,24,0
3.8,0.2,30,0,1,2,80,24,0
3.9,0.2,30,0,1,2,80,24,0
4,0.2,30,0,1,2,80,24,0
4.1,0.2,30,0,1,2,80,24,0
4.2,0.2,30,0,1,2,80,24,0
4.3,0.2,30,0,1,2,80,24,0
4.4,0.2,30,0,1,2,80,24,0
4.5,0.2,30,0,1,2,80,24,0
4.6,0.2,30,0,1,2,80,24,0
4.7,0.2,30,0,1,2,80,24,0
4.8,0.2,30,0,1,2,80,24,0
4.9,0.2,30,0,1,2,80,24,0
5,0.2,30,0,1,2,80,24,0
0.1,0.33,12,0,1,2,80,24,0
0.2,0.33,12,0,1,2,80,24,0
0.3,0.33,12,0,1,2,80,24,0
0.4,0.33,12,0,1,2,80,24,0
0.5,0.33,12,0,1,2,80,24,0
0.6,0.33,12,0,1,2,80,24,0
0.7,0.33,12,0,1,2,80,24,0
0.8,0.33,12,0,1,2,80,24,0
0.9,0.33,12,0,1,2,80,24,0
1,0.33,12,0,1,2,80,24,0
1.1,0.33,12,0,1,2,80,24,0
1.2,0.33,12,0,1,2,80,24,0
1.3,0.33,12,0,1,2,80,24,0
1.4,0.33,12,0,1,2,80,24,0
1.5,0.33,12,0,1,2,80,24,0
1.6,0.33,12,0,1,2,80,24,0
1.7,0.33,12,0,1,2,80,24,0
1.8,0.33,12,0,1,2,80,24,0
1.9,0.33,12,0,1,2,80,24,0
2,0.33,12,0,1,2,80,24,0
2.1,0.33,12,0,1,2,80,24,0
2.2,0.33,12,0,1,2,80,24,0
2.3,0.33,12,0,1,2,80,24,0
2.4,0.33,12,0,1,2,80,24,0
2.5,0.33,12,0,1,2,80,24,0
2.6,0.33,12,0,1,2,80,24,0
2.7,0.33,12,0,1,2,80,24,0
2.8,0.33,12,0,1,2,80,24,0
2.9,0.33,12,0,1,2,80,24,0
3,0.33,12,0,1,2,80,24,0
3.1,0.33,12,0,1,2,80,24,0
3.2,0.33,12,0,1,2,80,24,0
3.3,0.33,12,0,1,2,80,24,0
3.4,0.33,12,0,1,2,80,24,0
3.5,0.33,12,0,1,2,80,24,0
3.6,0.33,12,0,1,2,80,24,0
3.7,0.33,12,0,1,2,80,24,0
3.8,0.33,12,0,1,2,80,24,0
3.9,0.33,12,0,1,2,80,24,0
4,0.33,12,0,1,2,80,24,0
4.1,0.33,12,0,1,2,80,24,0
4.2,0.33,12,0,1,2,80,24,0
4.3,0.33,12,0,1,2,80,24,0
4.4,0.33,12,0,1,2,80,24,0
4.5,0.33,12,0,1,2,80,24,0
4.6,0.33,12,0,1,2,80,24,0
4.7,0.33,12,0,1,2,80,24,0
4.8,0.33,12,0,1,2,80,24,0
4.9,0.33,12,0,1,2,80,24,0
5,0.33,12,0,1,2,80,24,0
0.1,0.33,18,0,1,2,80,24,0
0.2,0.33,18,0,1,2,80,24,0
0.3,0.33,18,0,1,2,80,24,0
0.4,0.33,18,0,1,2,80,24,0
0.5,0.33,18,0,1,2,80,24,0
0.6,0.33,18,0,1,2,80,24,0
0.7,0.33,18,0,1,2,80,24,0
0.8,0.33,18,0,1,2,80,24,0
0.9,0.33,18,0,1,2,80,24,0
1,0.33,18,0,1,2,80,24,0
1.1,0.33,18,0,1,2,80,24,0
1.2,0.33,18,0,1,2,80,24,0
1.3,0.33,18,0,1,2,80,24,0
1.4,0.33,18,0,1,2,80,24,0
1.5,0.33,18,0,1,2,80,24,0
1.6,0.33,18,0,1,2,80,24,0
1.7,0.33,18,0,1,2,80,24,0
1.8,0.33,18,0,1,2,80,24,0
1.9,0.33,18,0,1,2,80,24,0
2,0.33,18,0,1,2,80,24,0
2.1,0.33,18,0,1,2,80,24,0
2.2,0.33,18,0,1,2,80,24,0
2.3,0.33,18,0,1,2,80,24,0
2.4,0.33,18,0,1,2,80,24,0
2.5,0.33,18,0,1,2,80,24,0
2.6,0.33,18,0,1,2,80,24,0
2.7,0.33,18,0,1,2,80,24,0
2.8,0.33,18,0,1,2,80,24,0
2.9,0.33,18,0,1,2,80,24,0
3,0.33,18,0,1,2,80,24,0
3.1,0.33,18,0,1,2,80,24,0
3.2,0.33,18,0,1,2,80,24,0
3.3,0.33,18,0,1,2,80,24,0
3.4,0.33,18,0,1,2,80,24,0
3.5,0.33,18,0,1,2,80,24,0
3.6,0.33,18,0,1,2,80,24,0
3.7,0.33,18,0,1,2,80,24,0
3.8,0.33,18,0,1,2,80,24,0
3.9,0.33,18,0,1,2,80,24,0
4,0.33,18,0,1,2,80,24,0
4.1,0.33,18,0,1,2,80,24,0
4.2,0.33,18,0,1,2,80,24,0
4.3,0.33,18,0,1,2,80,24,0
4.4,0.33,18,0,1,2,80,24,0
4.5,0.33,18,0,1,2,80,24,0
4.6,0.33,18,0,1,2,80,24,0
4.7,0.33,18,0,1,2,80,24,0
4.8,0.33,18,0,1,2,80,24,0
4.9,0.33,18,0,1,2,80,24,0
5,0.33,18,0,1,2,80,24,0
0.1,0.33,24,0,1,2,80,24,0
0.2,0.33,24,0,1,2,80,24,0
0.3,0.33,24,0,1,2,80,24,0
0.4,0.33,24,0,1,2,80,24,0
0.5,0.33,24,0,1,2,80,24,0
0.6,0.33,24,0,1,2,80,24,0
0.7,0.33,24,0,1,2,80,24,0
0.8,0.33,24,0,1,2,80,24,0
0.9,0.33,24,0,1,2,80,24,0
1,0.33,24,0,1,2,80,24,0
1.1,0.33,24,0,1,2,80,24,0
1.2,0.33,24,0,1,2,80,24,0
1.3,0.33,24,0,1,2,80,24,0
1.4,0.33,24,0,1,2,80,24,0
1.5,0.33,24,0,1,2,80,24,0
1.6,0.33,24,0,1,2,80,24,0
1.7,0.33,24,0,1,2,80,24,0
1.8,0.33,24,0,1,2,80,24,0
1.9,0.33,24,0,1,2,80,24,0
